,Unnamed: 0,text,section_name
3065,3065,alabama county contends main provision law requires get permission making changes affect voting outlived purpose protecting minorities voting rights act challenged cure south outgrown,0
2507,2507,glaad group advocates diversity media reviewed scripted shows season determined gay lesbian characters television ever group finds gay lesbian characters television,0
8886,8886,say ban military style weapons would violate second amendment mr scalia disagrees justice scalia gun control argument,1
7300,7300,photos nigeria india united states netherlands march pictures day,0
1794,1794,sheila devi village water electricity telecom connection government funds woman leader isolated jungle village jharki bisalpur,0
713,713,president plans major jobs speech september learned bully pulpit always cracked another speech really help obama,0
5114,5114,politically gloomy midterm election year democrats representative nancy pelosi house colleagues revved small enthusiastic crowds turn vote house democrats set energize faithful focus women,0
9077,9077,move comes troubled british publisher makes bulk sales educational testing activities united states forecast weaker profit pearson ex owner financial times shed jobs,0
9405,9405,even people try get recognition social awareness others calling trying score points earning woke badge,0
6874,6874,nicholas molinari reader writes infrastructure comparison ruins china building boom,1
3693,3693,photos scene gunshots prompted lockdown united states capitol video police chase eyewitness reports shooting near u capitol,0
3012,3012,agreement raises minimum price mexican tomatoes sold united states narrowly averting trade war threatened engulf broad swath american businesses united states mexico reach tomato deal averting trade war,0
6385,6385,msnbc host posted photo connecticut polling place quickly went viral twitter finding election day solace ronan farrow shirt,0
8192,8192,iranian officials gone way emphasize sanctions lifted nothing stands way foreigners snapping assets iran prepares lure foreign investors nuclear deal,0
5478,5478,rarely president confronted many seemingly disparate foreign policy crises interlocking nature making current upheaval complicated crises cascade converge testing obama,0
4722,4722,poke white house edward j snowden asked president vladimir v putin russia surveillance practices televised question answer session scripted surprise putin answers snowden spying,0
6838,6838,could cartoon really alarm anyone united states art dangerous,1
5601,5601,reader laments victories gained years seemingly blunted james brady legacy campaign gun control,1
7508,7508,shinzo abe first japanese prime minister address joint meeting congress offered condolences american lives lost world war ii spoke japan remorse japanese premier addresses congress,0
3210,3210,last five years world break major conflict may end wasted timeout,1
2771,2771,instead fresh faces many recently elected members house representatives career bureaucrats policy wonks deep histories politics government th congress time new,0
7337,7337,president obama breakdown bipartisan debate israel personal affinity israeli people excerpt interview thomas l friedman israel united states congress,1
1121,1121,readers respond sunday review essay urging expanded access broadband service bringing high speed internet,1
1575,1575,many progressive activists voters decision court june could reopen debate thought lost two years ago health law overturned liberals,0
1145,1145,would overstatement say went smoothly end went top united states climate envoy says talks durban south africa u envoy relieved climate talks outcome,0
4313,4313,j oshie scored four times shootout give united states men hockey team victory russia preliminary play sochi olympics drama miracle u beats russia,0
6994,6994,representative aaron schock congressional office racially charged comments aide real estate transaction put spotlight aaron schock lawmaker used attention draws little wanted,0
4110,4110,remarks ayatollah ali khamenei may intended strengthen iran position negotiations iran nuclear talks resume ayatollah criticizes u,0
8069,8069,enrollment private insurance plans soared government tried control costs improve care medicare medicaid beneficiaries medicare medicaid turn use private health plans surges,0
9370,9370,controversial triple package theory people thrive finally rigorously debunked explain success,1
5821,5821,new report sentencing project lays bare systemic effects racial distortion crime bias statistics,1
9335,9335,senator mark kirk illinois chastised members party called president obama supreme court pick one eminent judges country republican senator meets garland urges colleagues follow,0
4353,4353,arrest latest legal entanglement former representative mel reynolds illinois ex u lawmaker charged pornography possession zimbabwe,0
5940,5940,syrian group led former member osama bin laden inner circle seen dangerous islamic state potential launch terror attacks u suspects direct threats beyond isis,0
794,794,united states officials heightened defenses increased surveillance leading anniversary white house stresses vigilance remembrance,0
6260,6260,fixing education system civil rights challenge era especially united states eclipsed economic educational mobility american dream leaving america,1
6162,6162,reports issued set forth specific treatment long term follow steps none military followed cases service members exposed chemical agents iraq u army regulations treating chemical warfare casualties,0
335,335,startling contrast projections five years ago energy department research branch predicts energy related emissions rise u greenhouse gas emissions projected grow slowly,0
1071,1071,nation commerce ministry opened investigation whether american subsidies solar wind hydroelectric sectors hurt development industries china china looks u energy trade policies,0
1953,1953,supreme court expected decision thursday health care overhaul president obama signed law could affect nearly every american cradle grave awaiting ruling fairly simple questions complex health law,0
3443,3443,federal regulators announced lawsuit jon corzine former chief executive mf global connection brokerage firm misuse customer money final days suit accuses corzine failure helm,0
9548,9548,one contracted zika mosquito continental united states health experts expect happen drafting plan officials preparing zika virus spread u,0
4720,4720,wealthy face tax increases greater investment income much goes superrich merely rich superrich tax gap narrowing,0
4241,4241,globalization transparency government conflict free trade disagreement,1
4629,4629,ambassador lukman faily said united states generous providing assistance emphasized advocate resumed military presence iraqi envoy calls u strengthen relationship,0
9602,9602,archives international herald tribune president harrison proclaims international copyright law july literary copyrights protected,0
4091,4091,saudi arabia billion gift lebanese army intended much send message united states shift military balance analysts said saudis grant lebanon seen message u,0
2620,2620,many canadians would welcome influx disenchanted obama supporters threatened move president loses election loss always canada,0
1780,1780,research firm projects percent american homes smart energy feature consumer adoption slower hoped cracking smart energy market,0
10160,10160,congressional republicans trump administration urgently pushing stabilize insurance marketplaces fearing could blamed failures republicans aiming kill health law also work shore,0
9035,9035,according latest united nations estimates million people percent world population live country one born millions leave native lands broad repercussions,0
106,106,cit group lender emerged bankruptcy reported profit million fourth quarter percent drop third quarter cit profit falls fourth quarter,0
8000,8000,president offered condolences families victims said government response would thorough prompt obama reacts tennessee shooting,0
8387,8387,say fix court system around ferguson without total overhaul help case keeping recent meeting closed public restoring public confidence government getting easier ferguson mo,1
2012,2012,web site announced early tuesday morning republican national committee says president wasted billions dollars spent america republican web site points obama real outsourcer chief,0
450,450,dropped coming american version show british performer get spot back next season original british show whether u britain x factor cheryl cole,0
7223,7223,jack kevorkian unorthodox methods drew attention assisted suicide decades later americans still struggle whether doctors allowed help suffering patients end lives right die,0
3666,3666,president obama groundbreaking phone conversation president hassan rouhani iran came busy week new york prompted optimism well suspicion rouhani busy week new york,0
2913,2913,fiscal energy sector target around percent cybersecurity threats nation infrastructure cyberstalkers threaten pipeline security,0
8156,8156,passions big contributors ability change candidate fortunes keenly felt undercurrent debate fate president obama nuclear deal iran donors descend schumer others debate iran,0
2474,2474,ryder cup captains established first pairings first ball struck either rory mcilroy graeme mcdowell first pairings set,0
5095,5095,speaker john boehner called president obama support legislation offered house republicans changes department veterans affairs boehner calls action v scandal,0
2423,2423,american communities dwindling jewish populations synagogues groups offering newcomers cash rewards financial benefits revive communities u jewish groups try relocation bonuses,0
3487,3487,president obama canceled meeting moscow would seen direct slap president vladimir v putin russia obama may cancel moscow trip tensions build leaker,0
2564,2564,veteran decades fusion research narrows field veteran fusion science proposes narrowing field,1
3160,3160,panel finds blend intensified research strong policy could take big bite oil use co emissions big science panel finds deep cuts possible auto emissions oil use,1
4415,4415,also minute food packaging labels get face lift emerging field de extinction times minute warlords ballot,0
532,532,consumers willing buy tiny pouch window cleaner dilute spray bottle home rather buying another bottle generating plastic waste making bet concentrated refills,0
2742,2742,cost building operating maintaining machines makes offshore wind power noncompetitive united states new study says outlook offshore wind dark stormy,0
7951,7951,secretary state john kerry said thursday willing rush nuclear talks iran could go forever without agreement kerry says rush iran talks,0
10101,10101,gracious understated humble variance familiar voice full braggadocio bit thin skinned one president two different twitter voices,0
4942,4942,springtime surge home building entirely apartments housing recovering single family homes,0
5500,5500,decay countries relations spiraled beyond island sovereignty dispute risks armed conflict neither wants international crisis group says new report troubled outlook china japan ties,0
6032,6032,program aimed helping discourage many children making long dangerous trek across mexico attempt cross united states join parents obama approves plan let children central america apply refugee status,0
900,900,proposed free trade agreement south korea would open american market manufacturing powerhouse high technology textile industry textile makers fight heard south korea trade pact,0
8993,8993,international herald tribune archives first african american elected city mayor african american becomes mayor ohio,0
4949,4949,american drug giant pfizer made offer worth billion said final effort bring british drug maker astrazeneca table deal talks last ditch bid pfizer offers billion astrazeneca,0
6125,6125,domain easter sunday become twice weekly symbol culture increasing desire reject adulthood brunch jerks,1
4304,4304,imagine walter cronkite diane sawyer terry gross tim russert devoting entire shows praising work bill reilly gift ages,1
2586,2586,consumption energy drinks soars united states critics say food drug administration allowed drinks languish regulatory gray area safety becomes concern high caffeine drinks,0
3350,3350,chinese takeover large american pork producer prompted concern china expanding role american food supply implications might food safety china food deal extends reach already mighty,0
1658,1658,many democrats decided retire rather risk defeat newly configured house districts leaving districts play solidly republican new district maps toughen democrats race house,0
29,29,response paul krugman column divisions within united states civility among centrists,1
761,761,petra kvitkova something woman ever done open era failed win set first round grand slam event winning previous one kvitova loss worse advertised,0
8836,8836,republicans senate finally able join house colleagues voting opposition affordable care act little resolved even catharsis seen senate vote repeal health law,0
7789,7789,nation deal president obama negotiating asia could imperiled uncertainty abroad challenges home trying convince democrats deal importance trans pacific partnership president legacy,0
9238,9238,previously classified memo john yoo top justice department lawyer defended bush administration surveillance program sept classified letter n eavesdropping made public,0
1360,1360,republican lawmakers deleted provision would regulate collection political intelligence political insiders use hedge funds mutual funds investors g p leaders house remove part ethics bill,0
2927,2927,mr armstrong presumably going offer version confession doping meets oprah winfrey may constitute one ungainly u turns history sport armstrong winfrey familiar names time honored ritual,0
8550,8550,america best hope beating islamic state coalition russia road damascus via moscow,1
3328,3328,president obama prepares meet president xi jinping china commission recommending steps could raise cost theft american industrial secrets chinese leader visit nears u urged allow counterattacks hackers,0
8722,8722,united arab emirates violated arms embargo shipping weapons one side libyan conflict offering job u n diplomat drafting peace accord emails show leaked emirati emails could threaten peace talks libya,0
6711,6711,alimentation couche tard paying million cash share percent pantry closing price tuesday canadian convenience store operator buys pantry inc u,0
5484,5484,american bar association responds front page article readers editorial child migrants border,1
9936,9936,chuck schumer line lead senate democrats compared texan majority leader senate leader waiting new york version l b j,0
4626,4626,michael lewis author week cover story talks uncovering complexities stock market led collapse u financial system behind cover story michael lewis complexity rigging wall street,0
7255,7255,senate majority leader calls obama administration pending emissions regulations war coal mitch mcconnell drive keep coal fires burning,1
1765,1765,indian journalists banned front rows press conference clinton speaks delhi local press pushed back,0
7044,7044,whether supreme court accepts new challenge affirmative action college admissions tell us lot tolerance conflict groundhog day supreme court,1
108,108,gunmen mexico knew shooting american customs immigration agents killing one wounding reason attack unclear mexicans knew shot u agents,0
952,952,economic terms united states gone comparatively egalitarian society one unequal democracies world paradox new elite,1
1180,1180,supreme court called government provide details case pakistani diplomat purportedly sought american help constrain military decision investigate anti army memo delayed pakistan,0
3125,3125,plenty recent signs may witnessing coming age solar power crowdfunding clean energy,1
9978,9978,white americans starting see distinct identity group wield power one identity politics whiteness,0
4818,4818,mr president singles hitter scare anybody barry whiffing,1
6315,6315,swing democratic territory president cited evidence policies worked sought dramatize stakes election day new england obama rallies base economic growth,0
9583,9583,britain voting leave european union weaker pound mean united states travelers save traveling throughout britain brexit affect travel europe,0
9893,9893,strong lead national polls mrs clinton urging core democratic constituencies vote early states balloting begun hillary clinton presses advantage struggling donald trump,0
4031,4031,readers comment different health outcomes whites blacks cancer racial gap,1
1543,1543,high temperatures sudden bloom turned call bible belt pollen belt also brought potentially damaging early onset insects early spring sets much u awash color pollen dust,0
2680,2680,despite promising report week international energy agency nation would still need concerned foreign markets oil prices set globally energy independence united states pop cork yet,0
9512,9512,nutrition labels revamped food drug administration closely match reality modern american diet f finishes food labels eat,0
3668,3668,federal government shut first time nearly two decades last minute moves chambers congress failed break bitter budget standoff president health care law government shuts budget impasse,0
3518,3518,deal members congress aides buy insurance exchanges deal keeps u health care contribution congress,0
9381,9381,mr kasich aimed expand promising poll numbers optimistic speech criticizing donald trump ted cruz john kasich channels ronald reagan new york speech,1
1569,1569,president obama declared tuesday united states russia could resolve dispute american missile defense system election year nuclear conference korea collides u election,0
6932,6932,amy chozick describes challenges fairly reporting shift tone ire directed hillary rodham clinton hillary clinton detractors reporter notebook,0
1107,1107,e agents laundered millions drug proceeds helps identify cartels move money keep leaders u agents launder mexican profits drug cartels,0
9300,9300,senator orrin hatch used protective senate democracy anymore supreme court extinction serious republican senator,1
4751,4751,thoughts likelihood near future inequality driven upheavals piketty doom loops haymarket,1
3931,3931,data analysis suggests roughly percent american men gay millions closet many american men gay,1
4217,4217,plan includes opportunity legal residence citizenship young immigrants brought illegally parents offer citizenship many undocumented immigrants republicans immigration blueprint leaves party odds democrats hopeful,0
9356,9356,governor kasich please ignore mr trump letter john kasich regarding donald trump,1
6897,6897,amendment keystone xl bill aimed improving energy efficiency buildings approved rare moment consensus senate keystone pipeline,0
7209,7209,significant ways flocking western nations potential world bank rival problem america making u allies lured china bank,1
7484,7484,recent analysis times highlights damage caused stigmatization blackness united states forcing black men society,1
3677,3677,former health care executive suggests opposition obamacare rooted general loss faith public officials readers invited respond invitation dialogue distrust government,1
1568,1568,response shooting gabrielle giffords congress demonstrates worst kind bipartisanship paralysis inaction assault weapons silencing guns,1
668,668,year president could point stock market sign economic progress week market slide obama loses economic asset,0
1835,1835,world champion gymnastics even make national championships memmel make team,0
6077,6077,former president lashed state conservative groups hammered senator mark pryor democrat remaining state congressional delegation perhaps endangered incumbent country year amid tight races bill clinton urges arkansans back democratic ticket,0
9021,9021,worried advantage immigration law may end united states restores relations country many cubans rushed island stalled central america cubans fearing loss favored status u rush make arduous journey,0
4395,4395,representative john dingell democrat michigan longest serving member congress history announced would seek election first elected house john dingell retire nearly years house,0
1634,1634,still minutes midnight failed north korean missile launching friday yet moved back minute hand doomsday clock avoiding another tick doomsday clock,0
2517,2517,simon cho olympic medalist reigning world champion confessed bending blade skate canadian short track competitor korean american star turned sunday said badgered sabotage south korean coach led u national team since korean american star confesses skating scandal,0
3608,3608,europe said would pare back law exchange support global deal airline emissions would place end decade europe offers u deal hoping global rules airline emissions,0
7791,7791,house committee investigating attacks benghazi issued subpoena mr blumenthal emails exchanged mrs clinton sidney blumenthal hillary clinton confidant turns memos libya,0
3021,3021,best way president obama keep nation track reduce greenhouse gas emissions enact new standards power plants new study suggests new path emissions,0
293,293,c drones fired missiles two days pakistan top spy demanded information agency new c drone attack draws rebuke pakistan,0
683,683,political leadership would help situation would credible plan assure decently functioning financial systems europe united states stop drop,0
5629,5629,president obama said saturday airstrikes ordered northern iraq destroyed arms equipment held islamic state forces long term project president obama statement iraq,0
8613,8613,united states turkey saudi arabia join russia iran develop peace plan syria jimmy carter five nation plan end syrian crisis,1
318,318,teenage prostitution grossly misunderstood united states victims treated like criminals american girls sold streets,1
3445,3445,china biggest wind turbine company two executives accused conspiring steal american firm software controlling flow electricity chinese firm charged theft turbine software,0
2088,2088,u men basketball team easily beat spain warm game tuesday ahead olympics opener saturday france u cruises win waiting real games begin,0
1883,1883,crisis looms crisis washington days recess nears little hope breaking partisan impasse,0
2150,2150,michael phelps silver men meter butterfly took gold anchor united states winning x meter freestyle relay counting phelps decorated olympian,0
4043,4043,encouraging rulings utah ohio suggest state bans sex marriage may stand long new victories marriage equality,1
4228,4228,responses op ed article next accident awaits chemical safety views industry groups,1
542,542,fourth july mean americans northern southern black white start civil war america birthday fire,1
4404,4404,president obama apparently resigned dealing next afghan president troop withdrawals training since president hamid karzai refused sign long term security agreement trust eroded obama looks beyond karzai,0
6425,6425,well sometimes mostly stock market care elections,1
7962,7962,many supposed casualties internet age attention spans privacy one seems sadly certain long form personal email correspondence eulogy long intimate email,0
2199,2199,gabby douglas first black gymnast win individual around gold medal potential make millions success also personality america megawatt sweetheart,0
14,14,subpoena first public evidence surface criminal investigation disclosures classified information wikileaks founder u subpoenas twitter wikileaks supporters,0
7304,7304,responses column horatio algerians new gilded age working keep downtrodden self made republicans leave others behind,1
4779,4779,twenty three students signed onto three separate complaints alleging violations different federal law university affiliated barnard college students file complaints sexual assaults columbia university,0
2614,2614,roundup data hurricane sandy environmental health threat new mexico vladimir putin stance poaching radar birth landfall storm,0
590,590,best antipoverty investment world new york nigeria education keep cutting broken escalator,1
2360,2360,conflicting reports american casualties suicide bomber crashed vehicle belonging united states consulate northwestern city peshawar monday u vehicle rammed bomber pakistan,0
8521,8521,recently colonel liu shared thoughts china rise american intentions prospects war col liu mingfu u china rivals,0
6483,6483,following deep losses midterm elections president obama flexed muscles climate change immigration internet neutrality obama presses ahead,0
2885,2885,although one rose challenge republicans rejected speaker john boehner leadership warning challenges ahead liked feared boehner keeps job might ask wants,0
6720,6720,cuba north korea posing opposite challenges obama administration havana experimenting integration pyongyang brandishing new weapon diplomatic triumph cuba comes challenge north korea,0
7434,7434,robert mcdowell former f c c commissioner responds editorial global threats net neutrality regulate internet,1
8949,8949,growing pressure europe united states country worked cut flows refugees foreign fighters turkey moves clamp border long revolving door,0
1730,1730,revelations united states google employee informed colleagues program would collect personal data cast doubt company excuses european regulators may reopen street view inquiries,0
7923,7923,spanish language broadcaster owns networks univision galavisi n say many shares intended sell offering univision intends pursue p u,0
970,970,interior department releases draft environmental impact statement development solar seven desert regions six western states interior dept anoints solar energy sites,0
8855,8855,mr trump pointed president franklin roosevelt actions toward japanese german italian immigrants world war ii precedent donald trump deflects withering fire muslim plan,0
1833,1833,return sport reigning olympic champion around makes strong case spot u olympic team liukin back mix,0
7616,7616,united states canada new zealand australia none extradition treaties china identified leading destinations suspects charged graft china fugitives finding luxury u,0
487,487,enough weiner let talk yemen reality check,1
7067,7067,education secretary arne duncan monday produced data said showed poorer districts would suffer republican plan expected clear house representatives week conflict cutting federal role education,0
7771,7771,use outdated illogical racial ethnic categories social reality much complex myth white minority,1
765,765,karlovic moser defeat wimbledon champions bryans lose first round,0
8396,8396,addressing congress pope able straddle ideological lines wondered even could get american politicians mend fences across political divide finding much cheer pope speech,0
4077,4077,israel united states carried second test advanced arrow antiballistic missile system mediterranean sea israel u test interceptor missile,0
1190,1190,u training camp roster named coach jurgen klinsmann week puts guys vacation l germany scandinavia back work l hot stove klinsmann names camp roster,0
5969,5969,rewards economic growth distributed fairly america whack,1
92,92,rhinos poached country triple amount radar rhino poachers killed south africa,0
8225,8225,jewish lawmakers support nuclear deal iran likened nazi collaborators oppose called traitors iran deal opens vitriolic divide among american jews,0
5368,5368,increase gang related killings children key factor driving surge migration young central americans united states fleeing gangs children head u border,0
4367,4367,american men face canada friday semifinal waited four years chance unseat north american rival early shot redemption u hockey team,0
9079,9079,ammon bundy bullyboys trying free federal lands novelist longtime oregon resident wrote hold hostage works sighted ursula le guin oregon occupation,1
9683,9683,procedural justice strategy work much else also must change police departments regain community trust barriers reforming police practices,1
6244,6244,president obama talked improved prospects containing ebola virus epidemic obama cautiously optimistic ebola,0
9396,9396,buildups united states russia china unsettle balance destructive force kept nuclear peace half century race latest class nuclear arms threatens revive cold war,0
8375,8375,many libyans doubt country warring factions end power struggle even united nations sponsored peace agreement signed soon frustrations build libya calls help,0
2615,2615,getting priorities straight limiting risks inevitable hazards crowding complicated planet sandy humanity blah blah blah bang disaster plans,1
5705,5705,new reading endangered species act dangerous retreat conservation curation,1
7882,7882,ruling overturned sex marriage bans gay americans broke joyous celebration holding rallies street parties champagne toasts instant weddings jubilation weddings also confusion delay denunciation,0
496,496,jim motavalli spends time preproduction version prius wagon scheduled go sale fall driving toyota prius v prius costco capacity,0
2210,2210,sanya richards ross first american win olympic women since beat gold medalist world champion richards ross breaks american drought women,0
8509,8509,white house request kickstarter begun first social service campaign aimed raising money united nations refugee agency behalf syrian refugees obama turns crowdfunding aid fleeing syrians,0
7356,7356,president obama condemned practice promoted way help people change sexual orientation obama calls end conversion therapies gay transgender youth,0
7853,7853,count research center found non muslim extremists far lethal islamic militants american soil since sept running counter public perception homegrown extremists tied deadlier toll jihadists u since,0
6978,6978,supreme court overturns affordable care act first suspend settled approach interpreting statutes feb supreme court stake,1
8027,8027,international herald tribune archives mistreatment sioux warriors buffalo bill traveling show shocking tales buffalo bill,0
10137,10137,spokesman iranian foreign ministry said ministry opposed americans participation president trump order immigration iran bar american wrestling team world cup,0
6839,6839,events week include results e u hearings trade agreement opinion quantitative easing plan europe retail food services sales figures united states detroit auto show u banks financial reports,0
1247,1247,bankruptcies declined nearly percent united states year earlier bankruptcy filings declined,0
3375,3375,host dignitaries relatives friends eulogized frank r lautenberg five term united states senator funeral service wednesday manhattan political leaders honor lautenberg senator loved fight,0
6817,6817,international herald tribune archives prince christian visit american fianc e berlin prince visit fianc e,0
1160,1160,complaints companies led curbs short selling united states europe evidence lacking practice harmful market may help investors questioning benefit curbing short sales,0
2625,2625,checkbooks opening democrats try keep control senate republicans try wrest away least gain ground control senate stake last minute money pours races,0
7936,7936,photos united states spain nepal bolivia july pictures day,0
5296,5296,tim howard single handedly kept scoreless match extra time belgium broke two goals team u responded goal ran time u vs belgium world cup live blog,0
5400,5400,china favorable rating slipped percent percent past year showing deepening skepticism united states toward country american anxieties china grow slightly survey finds,0
7795,7795,hillary clinton campaign strategy consequences hillary divider,1
9234,9234,first comment arrest parents otto f warmbier said hoped north korea would free admitted stealing political banner parents american held north korea unable speak,0
5349,5349,abbvie said increased bid acquire irish drug maker rejected previous takeover offer new bid billion u drug maker abbvie increases bid shire cost moving abroad rises,0
9411,9411,international herald tribune archives u canada coordinate defense axis powers joint u canada defense,0
5205,5205,amazon fire smartphone eventually available outside united states likely face uphill battle lure europeans away devices favor untested competitor amazon phone may tough sell europe arrives,0
4439,4439,obama administration suspended military ties russia including exercises port visits planning meetings day calling trade talks top russians face sanctions u crimea crisis,0
3656,3656,kristen l rouse captain army national guard says consuming flames civil war unforgiving damage never undone part ii lessons post soviet afghanistan haunt debate syria,0
4099,4099,john boehner talking supporting extension unemployment benefits immigration reform ideas anathema tea party bridging compassion gap,1
7130,7130,industry support new mexico senator champion environment acting lead negotiator chemical safety legislation surprised activists tom udall unlikely alliance chemical industry,0
5350,5350,transformers age extinction guaranteed certain measure success china record breaking numbers likely seen validation studio stepped outreach chinese audiences paramount push china pays handsomely,0
1807,1807,president obama concluded first year bush era dream remaking afghanistan fantasy lessons learned shaped presidency charting obama journey shift afghanistan,0
6170,6170,midterm elections maddeningly unpredictable three weeks go democrats may preparing electoral apocalypse today politics,0
6607,6607,joined police department learned culture brutality must stop police abuse black men,1
5748,5748,expect equality outcome time acknowledging inequality environments bill reilly white privilege,1
2301,2301,statements former israeli national security adviser seemed buttress theory israeli saber rattling primarily effort push united states bolster sanctions israeli leaders could dissuaded striking iran,0
4028,4028,randi weingarten american federation teachers champions program international student assessment better way teach,1
388,388,federal officials responding complaints civil liberties advocates many school districts seeking children immigration papers prerequisite enrollment u warns schools checking immigration status,0
6156,6156,report iraq survey group presented charles duelfer adviser director central intelligence former united nations inspection official acknowledged chemical weapons turning iraq predicted troops would find duelfer report chemical weapons iraq,0
3100,3100,congress approved accord iran create fact finding commission foreign legal experts investigate bombing buenos aires jewish center argentina congress supports deal iran investigate blast,0
3133,3133,rate fallen average percent percent suggesting shift demographics even debate gun control remains contentious share homes guns shows decade decline,0
7182,7182,domestic airports travelers hotels worry questioning open skies agreements could turn clock back protectionist policies expansion mideast airlines sets skirmish u,0
4053,4053,calling legislation dream act u patriot act defense marriage act cheapen distort legal process focus group tested language laws deserve cute names,0
8607,8607,splitting sentences time outside supervision protects public safety one way reduce jail populations,1
9618,9618,archives international herald tribune july expedition ascertains christopher columbus landed watling island mapping columbus arrival,0
3317,3317,secretary state john kerry russia foreign minister sergey v lavrov found common purpose trying negotiate syria settlement even though positions changed u russian diplomacy personal touch,0
2648,2648,going election republican candidates knew faced obstacles minorities women candidates comments rape among senate races expose extent republicans gender gap,0
88,88,miss best political quotes weekend caucus rundown favorites best political quotes weekend,0
510,510,bank branches united states canada based toronto dominion chief continues run border,0
8023,8023,good legal argument right plural marriage polygamy next,1
4060,4060,new breed strategic adviser offers full service p r advertising social media operation little covered federal regulation unlobbyists,1
4337,4337,author william lambers recalls foreign policy values statesman george marshall step soft diplomacy,1
8984,8984,would make america great building walls fact closing america america bountiful churn,1
2107,2107,united states qualified fighters one weight class london including women three female divisions reasons doubt return nation glory days sport ,0
10168,10168,thursday democrats best chance topple one president trump cabinet choices andrew f puzder testifies senate democrats set sights blocking trump labor secretary pick,0
1199,1199,unless america pushes unity government civil war destroy iraq save iraq civil war,1
2513,2513,testosterone effect voting losing candidate leaves male voters sad weak defeated america man enough vote,1
3105,3105,trial gilberto valle accused plotting kidnap cook eat female victims serve summons broaden discussions corners internet violent notions women flourish remember misogyny,0
6473,6473,teenagers may terrible planning ahead politicians country failing invest comprehensive sex education birth control politicians teens birth control,1
5198,5198,new academic paper suggests word soccer began britain used happily least even spirited debate sport name endures arms soccer vs football,0
8650,8650,short documentary prominent leader christian right explains left republican party guns would jesus wear sidearm,1
3934,3934,reader responds made u premium dec buying american,0
5304,5304,federal prosecutors argued ahmed abu khattala remain custody trial posed continued threat united states factors supporting khattala detention,0
4901,4901,women starring lot exciting election stories year girls,1
416,416,gasoline prices stay high americans turning public transit choosing homes closer work consumer behavior signs gas price pinch,0
1208,1208,time democrats used emotions advantage bringing home bacon,1
9817,9817,president rodrigo duterte lashed critics drug crackdown including president barack obama european countries heng philippine president profane outburst,1
4908,4908,white house report big data good ideas falls short clear rules road envisioned long way privacy safeguards,1
2970,2970,lawmakers aides said new rules sides preparing announce thursday would end use tactic forces majority party marshal votes bring bill floor bipartisan filibuster deal taking shape senate,0
9060,9060,supreme court seems poised allow government workers refuse pay collective bargaining denying shareholders comparable right refuse pay corporate political speech case could widen free speech gap unions corporations,0
9139,9139,would bomb something called jihadist university said ted cruz doubles carpet bombing,1
2995,2995,president ctia wireless association rebuts criticism industry op ed essay hub innovation,1
4957,4957,narendra modi thanks ignores world leaders twitter modi twitter diplomacy notable omission,0
5851,5851,courts reject perverse new challenge law health insurance subsidies stop anti obamacare shenanigans,1
7672,7672,approved expenses paid trip highlights need house ethics committee apply far greater scrutiny baku back freebies,1
399,399,united states court appeals ruled favor two veterans groups argued department veterans affairs failing provide adequate mental health care veterans court backs veterans complaints mental health services,0
4540,4540,misguided federal court ruling opens door anti voting laws suppressing vote,1
6249,6249,clear agenda job growth materially spiritually reinvigorate america need willing pursue working nation,1
9301,9301,gov greg abbott texas says voter fraud rampant week republican political lies,1
9604,9604,strange hazing rituals citizenship welcome america go change pants,1
9142,9142,two days men left central america early november embark exhausting journey made riskier mexican authorities crackdown migrants step step desperate trek migrants mexico,0
7536,7536,window perch andre kertesz captured candid moments subjects unaware master photographer watching andre kertesz watching,0
3595,3595,president obama support republican democratic leaders house attack syria senate panel agreed wording measure permit military action house leaders express support syria strike,0
2689,2689,world entering post familial age supple minds needed recognize navigate new normal age possibility,1
1147,1147,talking gingrich romney mysterious senior party figure donald trump mention kim kardashian occupy wall street candidates like,1
8113,8113,island broke oppressive economic system free puerto rico america colony,1
4058,4058,amid drift bipartisanship esteemed chairmanship senate finance committee declined stature next leader likely diminished clout senate discord drains power finance chief,0
8409,8409,whoever takes pressure confront democrats white house strongly meaning job probably get easier john boehner successor likely face similar problems,0
4742,4742,clearest statement merger netflix nearly two months agreed pay comcast direct connection cable operator internet backbone netflix says opposes comcast merger bid,0
2124,2124,reigning world champion jordyn wieber gold medal favorite left olympic gymnastics arena tears failing qualify finals americans excel wieber around,0
3148,3148,soon someone sxsw found washington c first question invariably asked watch house cards house nerds crossed political convention sxsw,0
9736,9736,online realms make us safer sometimes stunted virtues reality,1
1253,1253,rev patrick j conroy house representatives chaplain rev dr barry c black senate chaplain try nurture civility fractious congregation congress chaplains try instill civility quarrelsome flock,0
582,582,united states fast growing population people mexican origin increased last decade births immigration mexico study found births outpacing immigration mexican americans report says,0
9032,9032,local news reports said body woman ashley ann olsen found bedroom saturday landlady boyfriend italy american woman found dead,0
2328,2328,president used famous response horace greeley explain new policy emancipation lincoln letter editor,1
2954,2954,five years hydraulic fracturing got started marcellus shale working group researchers aims figure whether natural gas drilling method damaged human health taking harder look fracking health,0
8426,8426,pledges battle climate change would still allow world heat level likely produce catastrophes scientists say limited progress seen even nations step climate,0
1795,1795,marlen esparza represent united states women boxing makes debut olympic event hopeful quanitta underwood chances hanging thread u first female olympic boxer,0
360,360,miles well maintained trails north san francisco offer something anyone spry enough walk mile two budget rambling trails marin county,0
